#name zcmb zhel dz mb dmb x1 dx1 color dcolor 3rdvar d3rdvar tmax dtmax cov_m_s cov_m_c cov_s_c set ra dec biascor
05D2by 0.893183 0.891000 0 24.576000 0.106138 1.324338 0.493157 -0.027739 0.063064 9.413000 0.080000 53413.525069 0.770658 0.005631 -0.001354 0.005490 1 150.116802 2.521539 -0.020683
05D2cb 0.428646 0.427000 0 23.396803 0.089103 0.900599 0.192193 0.158626 0.029350 9.534000 0.078000 53423.024668 0.196050 0.002559 0.000614 0.000483 1 149.852419 2.328181 0.001140
05D2ci 0.631882 0.630000 0 23.605938 0.097524 -0.930861 0.247161 0.078491 0.066536 10.977000 0.159000 53427.856115 0.272077 0.006580 0.001055 0.000528 1 150.008506 2.215852 -0.000726
05D2ck 0.699960 0.698000 0 24.456174 0.097048 -2.641811 0.470924 0.005752 0.069715 10.941000 0.095000 53416.818151 0.566090 0.005422 0.000024 0.004893 1 150.188339 2.572851 -0.004140
05D2ct 0.736007 0.734000 0 24.383943 0.104933 0.319916 0.466515 0.098840 0.070358 9.761000 0.068500 53425.137648 0.457366 0.017323 0.000175 0.004772 1 150.425759 2.123794 -0.006543
05D2dt 0.575823 0.574000 0 23.652601 0.091807 0.172239 0.270654 0.033631 0.036182 10.244000 0.096000 53450.659313 0.249627 0.005164 0.000561 0.001756 1 150.349691 1.857741 0.000949
05D2dw 0.418633 0.417000 0 22.468950 0.087692 1.143228 0.164561 -0.013340 0.024927 8.815000 0.196000 53454.420697 0.129077 0.001889 0.000513 0.000439 1 149.633623 2.032241 0.000994
05D2dy 0.511746 0.510000 0 22.907226 0.088554 1.237597 0.220903 -0.117279 0.028871 7.738000 0.828500 53441.494592 0.495061 -0.000165 0.000477 -0.000225 1 150.242076 2.183100 0.001684
05D2eb 0.535771 0.534000 0 22.991731 0.091256 0.880642 0.270825 -0.055537 0.031684 8.676000 0.327500 53451.960943 0.228835 0.005378 0.000600 0.001729 1 150.060683 2.407438 0.001545
05D2ec 0.641893 0.640000 0 23.677878 0.093291 -0.210581 0.215173 -0.103447 0.053736 9.997000 0.056500 53440.359230 0.419049 0.001845 0.000768 0.000660 1 149.859101 2.013626 -0.001133
05D2fq 0.734996 0.733000 0 24.000974 0.095665 0.836161 0.314847 -0.075547 0.057981 10.875000 0.134500 53463.298524 0.463028 0.004611 0.000044 0.001465 1 149.785425 2.602000 -0.006470
05D2hc 0.351560 0.350000 0 22.684908 0.086351 -0.674399 0.164303 0.037449 0.024663 10.977000 0.092000 53471.684222 0.140823 0.000727 0.000513 0.000393 1 150.019137 1.886025 -0.000170
05D2he 0.609860 0.608000 0 23.927615 0.091831 0.148906 0.374618 0.064417 0.041705 9.418000 0.185000 53467.625838 0.463694 0.004461 0.000444 0.003088 1 150.360462 2.317729 0.000054
05D2ie 0.349557 0.348000 0 22.228291 0.086821 -0.089736 0.138930 -0.074922 0.026093 9.287000 0.052500 53480.961234 0.128958 0.001147 0.000521 0.000084 1 150.262061 2.658085 -0.000206
05D2le 0.701969 0.700000 0 23.957522 0.095463 0.509414 0.310934 -0.013323 0.051320 8.033000 0.690000 53694.981702 0.411943 0.006011 0.000584 0.002134 1 150.478650 2.092912 -0.004263
05D2mp 0.355261 0.353700 0 22.387222 0.088265 1.277236 0.186565 0.013757 0.025069 8.657000 0.182500 53711.643580 0.133842 0.003271 0.000615 0.001054 1 149.785962 2.204004 -0.000104
05D2my 0.983280 0.981000 0 24.666688 0.114718 1.176787 0.467667 -0.035549 0.059010 10.595000 0.123500 53703.150216 0.936404 0.005424 -0.001626 0.005994 1 149.631042 2.491221 -0.029746
05D2nn 0.872152 0.870000 0 24.426592 0.119167 -0.742621 0.582209 -0.196303 0.058288 6.000000 5.000000 53713.067425 0.611489 0.028971 -0.001056 0.004337 1 149.707296 2.710264 -0.018561
05D2nt 0.759030 0.757000 0 24.106956 0.095560 1.512514 0.307273 -0.013177 0.052036 9.054000 0.355000 53727.527982 0.432216 0.004089 0.000292 0.002047 1 150.242620 2.372730 -0.008276
05D2ob 0.926220 0.924000 0 24.811277 0.111056 1.139028 0.646387 0.056398 0.068017 8.557000 0.374000 53727.943875 0.951501 0.016996 -0.000689 0.018173 1 149.753025 1.848985 -0.024054
05D3ax 0.643642 0.643000 0 23.615300 0.098759 0.590653 0.420502 -0.062996 0.064740 8.442000 0.390000 53399.920652 0.293806 0.014684 0.000892 0.003944 1 214.823263 52.687519 -0.001207
05D3cf 0.419569 0.419000 0 22.938058 0.087595 -0.257956 0.174221 0.008142 0.027406 9.609000 0.138000 53418.812826 0.211476 0.001282 0.000531 0.000174 1 214.222462 52.345054 0.001008
05D3ci 0.515587 0.515000 0 23.621090 0.106833 2.120426 0.582068 0.166871 0.044764 10.011000 0.064500 53432.374568 0.410988 0.032691 0.001650 0.008402 1 215.450443 52.445281 0.001672
05D3cq 0.890729 0.890000 0 24.223935 0.103551 -0.725251 0.457209 -0.206887 0.051676 8.876000 0.270000 53450.845689 0.835339 0.008303 -0.000589 0.002912 1 214.692345 53.132138 -0.020434
05D3cx 0.805696 0.805000 0 23.903235 0.097210 0.668773 0.463263 -0.161241 0.049141 9.839000 0.189000 53450.038426 0.831042 0.007340 -0.000065 -0.000091 1 215.277259 52.750509 -0.012212
05D3dd 0.480568 0.480000 0 22.948758 0.088055 -0.207015 0.126228 -0.029175 0.024904 11.222000 0.097000 53455.294718 0.108811 0.001154 0.000437 0.000153 1 215.626867 52.606794 0.001646
05D3dh 0.800697 0.800000 0 24.207672 0.098997 0.087341 0.274795 0.120557 0.065251 6.000000 5.000000 53442.396545 0.578531 0.003093 -0.000175 0.001892 1 215.210013 52.662718 -0.011766
05D3gp 0.580604 0.580000 0 23.516572 0.098350 -0.457982 0.398139 -0.061699 0.047651 9.015000 0.185000 53454.941163 0.355283 0.013406 0.000744 0.005159 1 215.676316 52.724688 0.000846
05D3gv 0.715652 0.715000 0 23.992197 0.096706 -0.806348 0.294016 -0.064355 0.064403 10.726000 0.113000 53466.612679 0.578924 0.004217 0.000077 0.000651 1 215.246894 53.178877 -0.005137
05D3ha 0.805695 0.805000 0 24.393736 0.106396 -0.185837 0.394181 0.089062 0.066152 11.164000 0.159000 53484.826903 0.349163 0.015028 0.000169 0.007456 1 215.210132 52.834036 -0.012212
05D3hh 0.766684 0.766000 0 24.298577 0.103932 0.502459 0.423441 -0.002723 0.065520 10.400000 0.160500 53479.611333 0.423256 0.015208 -0.000057 0.004690 1 214.792304 52.959332 -0.008885
05D3hs 0.664638 0.664000 0 23.512551 0.094448 0.557724 0.208037 -0.175195 0.050254 9.004000 0.130000 53490.921797 0.272694 0.003636 0.000711 0.001266 1 215.306502 52.903809 -0.002180
05D3ht 0.901736 0.901000 0 24.408439 0.111342 0.902173 0.388812 -0.154347 0.059355 9.661000 0.136000 53489.256145 0.458136 0.013705 -0.001042 0.003609 1 214.477921 53.167585 -0.021554
05D3jb 0.745665 0.745000 0 23.919586 0.094967 0.939225 0.232407 -0.063082 0.052368 10.471000 0.046500 53515.305081 0.248851 0.003101 0.000155 -0.000043 1 215.541655 52.878130 -0.007252
05D3jh 0.718680 0.718000 0 23.723680 0.094949 -0.614033 0.183743 -0.137754 0.051663 10.815000 0.138500 53492.653614 0.362304 0.002357 0.000408 0.000437 1 214.355768 52.618765 -0.005338
05D3jk 0.736690 0.736000 0 23.691578 0.093659 0.773664 0.180437 -0.131975 0.047852 9.457000 0.310500 53507.774454 0.230956 0.001352 0.000268 -0.000342 1 214.197729 52.592488 -0.006592
05D3jq 0.579600 0.579000 0 23.295137 0.089310 1.488510 0.207857 0.001938 0.028752 8.832000 0.419500 53501.007745 0.394660 0.000453 0.000435 -0.000168 1 215.439338 53.029918 0.000868
05D3jr 0.370531 0.370000 0 22.629370 0.086626 -0.892539 0.121406 0.049040 0.023221 8.008000 0.833000 53494.665657 0.267015 -0.000261 0.000489 -0.000197 1 214.869783 52.864848 0.000173
05D3km 0.960740 0.960000 0 24.718789 0.112338 0.377544 0.314425 -0.159049 0.051350 6.000000 5.000000 53522.914138 0.438558 0.005953 -0.001420 0.002174 1 215.659480 53.066999 -0.027540
05D3kp 0.850729 0.850000 0 24.140236 0.098855 1.278161 0.234665 -0.144534 0.049809 10.620000 0.126500 53530.045643 0.325975 0.002099 -0.000406 0.000435 1 215.012268 52.270827 -0.016442
05D3kt 0.648640 0.648000 0 23.974975 0.092708 -0.449789 0.196487 0.056579 0.049995 9.138000 0.174500 53530.939680 0.269615 0.001847 0.000700 0.000438 1 214.973834 52.742986 -0.001425
05D3kx 0.219462 0.219000 0 20.852122 0.085341 0.698942 0.062624 -0.039907 0.024042 10.630000 0.067500 53534.170662 0.068402 0.000041 0.000531 -0.000223 1 215.458413 53.137119 -0.001103
05D3la 0.936755 0.936000 0 24.494384 0.108686 -0.191832 0.301264 -0.103022 0.052953 9.599000 0.104000 53535.900318 0.393796 0.006717 -0.001169 0.000188 1 215.355908 52.357973 -0.025126
05D3lb 0.647639 0.647000 0 23.898505 0.091930 0.310288 0.183447 0.032706 0.050872 8.931000 0.230000 53528.654917 0.252784 0.001308 0.000639 0.000074 1 214.382325 53.167928 -0.001381
05D3lc 0.461564 0.461000 0 22.975035 0.087413 -0.747912 0.107943 -0.046199 0.024734 10.777000 0.054000 53527.665519 0.137770 0.000239 0.000440 -0.000074 1 215.595501 52.478865 0.001517
05D3lr 0.600603 0.600000 0 23.845284 0.094433 0.178065 0.345707 0.105799 0.040740 10.873000 0.051000 53541.012444 0.310397 0.008341 0.000443 0.001105 1 215.550590 53.184275 0.000334
05D3mh 0.670654 0.670000 0 24.064257 0.095777 0.570670 0.473683 0.054159 0.055451 10.078000 0.276500 53558.053888 0.529191 0.008103 0.000604 0.003585 1 214.749304 52.667560 -0.002485
05D3mn 0.760698 0.760000 0 24.031872 0.094664 -0.119797 0.292142 -0.041340 0.051904 10.432000 0.114500 53559.290942 0.323184 0.002082 0.000038 0.001550 1 214.688507 52.323145 -0.008408
05D3mq 0.246492 0.246000 0 21.505670 0.086206 -0.683772 0.170341 -0.000463 0.025963 10.723000 0.076500 53575.757963 0.158241 0.001499 0.000614 0.000620 1 214.751783 52.385120 -0.001297
05D3mx 0.470573 0.470000 0 23.023421 0.088704 -1.668401 0.155811 -0.078211 0.032265 10.788000 0.066000 53569.939971 0.151609 0.001252 0.000530 0.000295 1 215.537919 52.219179 0.001587
05D3ne 0.169455 0.169000 0 20.293205 0.088415 -1.463743 0.193091 -0.143152 0.030099 11.133000 0.162500 53570.816466 0.096811 0.003303 0.000919 0.001615 1 215.262445 52.495438 0.000182
05D4af 0.497379 0.499000 0 23.102539 0.088758 0.144823 0.232835 -0.025937 0.031365 8.986000 0.088500 53536.784847 0.315698 0.002149 0.000489 -0.000459 1 334.138087 -18.004923 0.001695
05D4ag 0.638234 0.640000 0 23.888138 0.097915 0.488591 0.478357 0.096406 0.061210 8.381000 0.392500 53538.621767 0.481692 0.015311 0.001354 0.009242 1 333.447603 -18.165265 -0.000980
05D4av 0.507371 0.509000 0 23.559122 0.089015 0.884552 0.179518 0.167894 0.030865 10.285000 0.117500 53553.499057 0.261842 0.001276 0.000572 0.000241 1 333.543931 -17.911944 0.001693
05D4be 0.535327 0.537000 0 22.871803 0.088730 0.907857 0.131158 -0.145357 0.028590 9.440000 0.135500 53551.532227 0.193667 0.000777 0.000448 0.000106 1 334.222449 -17.236099 0.001549
05D4bf 0.587285 0.589000 0 23.613598 0.091452 0.086435 0.236262 -0.005707 0.041163 10.230000 0.084000 53551.044857 0.356972 0.002980 0.000561 0.002488 1 334.109775 -18.232067 0.000689
05D4bi 0.773081 0.775000 0 24.049363 0.098805 1.040135 0.389928 -0.140416 0.065557 9.109000 0.218000 53560.317625 0.535716 0.006305 -0.000536 0.001338 1 333.985626 -17.986070 -0.009405
05D4bj 0.699166 0.701000 0 24.107325 0.094894 0.169319 0.296571 0.059883 0.057492 9.265000 0.096500 53564.034702 0.345551 0.004875 0.000416 0.001393 1 333.748598 -18.133404 -0.004091
05D4bm 0.370511 0.372000 0 22.212225 0.086476 0.253822 0.070247 -0.065948 0.022602 9.047000 0.077000 53568.061986 0.071325 0.000412 0.000472 0.000100 1 334.269213 -17.677623 0.000172
05D4cn 0.761089 0.763000 0 24.081977 0.095850 1.042996 0.245294 -0.017217 0.057979 10.461000 0.305500 53583.598852 0.388269 0.002415 -0.000142 0.000522 1 333.381059 -17.288845 -0.008439
05D4cq 0.699169 0.701000 0 23.733171 0.094016 0.688169 0.268968 -0.122010 0.055575 10.554000 0.159500 53586.374579 0.381107 0.002667 0.000163 0.000945 1 333.540209 -18.226713 -0.004091
05D4cs 0.788060 0.790000 0 23.975847 0.096033 1.395798 0.212281 -0.109284 0.050060 8.980000 0.632500 53588.622952 0.310170 0.001925 -0.000120 -0.000006 1 334.324243 -17.880150 -0.010663
05D4cw 0.373513 0.375000 0 22.144613 0.086768 -0.833093 0.104207 -0.129299 0.025202 10.503000 0.072500 53580.414418 0.162182 0.000313 0.000522 -0.000150 1 333.708668 -17.738765 0.000227
05D4dt 0.405478 0.407000 0 22.801779 0.086962 -0.988887 0.107135 -0.047526 0.024506 10.429000 0.115000 53609.569177 0.172918 0.000412 0.000478 -0.000060 1 333.607695 -17.671111 0.000785
05D4dw 0.852994 0.855000 0 24.432760 0.101921 0.333205 0.339532 -0.008102 0.062133 9.994000 0.179500 53613.933141 0.576574 0.003600 -0.000796 0.003835 1 334.232825 -18.051461 -0.016663
05D4dy 0.808048 0.810000 0 24.608413 0.101592 -0.414682 0.390111 -0.126427 0.065808 8.321000 0.170500 53616.381363 0.694348 0.003358 -0.000904 0.004516 1 333.875495 -18.215502 -0.012423
05D4ef 0.603272 0.605000 0 23.829442 0.092267 -1.558373 0.210171 -0.066074 0.036937 10.437000 0.131000 53625.592943 0.278134 0.002444 0.000229 -0.000274 1 333.497104 -18.212345 0.000256
05D4ej 0.583290 0.585000 0 23.712643 0.090793 0.226659 0.175164 -0.025602 0.036104 10.133000 0.156000 53627.800948 0.189342 0.002198 0.000457 0.000193 1 333.968823 -18.195719 0.000784
05D4ek 0.534335 0.536000 0 23.294733 0.090128 0.262525 0.177940 0.069733 0.031743 10.855000 0.107500 53635.630383 0.185443 0.002475 0.000552 0.000778 1 334.114653 -17.736316 0.001558
05D4ev 0.720140 0.722000 0 24.235443 0.098164 -1.101731 0.288537 -0.027446 0.063891 10.883000 0.061500 53631.273079 0.334088 0.006384 0.000169 0.001662 1 333.376765 -17.700785 -0.005436
05D4ff 0.400485 0.402000 0 22.587347 0.087548 -0.725286 0.122213 -0.004662 0.025908 10.543000 0.178500 53635.847122 0.127215 0.001152 0.000551 0.000250 1 334.083998 -18.042557 0.000702
05D4fg 0.837004 0.839000 0 24.189244 0.100539 0.282605 0.271115 -0.157870 0.057629 11.277000 0.091500 53641.780188 0.413317 0.003089 -0.000598 0.003122 1 334.172282 -17.595461 -0.015116
05D4fo 0.371508 0.373000 0 22.438189 0.086225 -0.700921 0.088176 -0.051433 0.022657 8.381000 0.365500 53658.222390 0.079708 0.000337 0.000427 -0.000192 1 333.837135 -17.268076 0.000190
05D4gw 0.806041 0.808000 0 24.465540 0.105158 0.028914 0.462087 0.037161 0.068619 8.984000 0.114000 53678.629506 0.695729 0.010116 -0.001032 0.003800 1 333.697318 -17.531901 -0.012243
05D4hn 0.840005 0.842000 0 24.190851 0.103903 1.229904 0.773653 0.069868 0.073415 8.467000 0.157000 53693.945469 0.831479 0.022589 0.000286 0.028202 1 334.306516 -17.912704 -0.015404
06D2bk 0.500728 0.499000 0 23.276559 0.089131 0.470647 0.277475 0.005322 0.032227 8.617000 0.085500 53773.746464 0.319041 0.003618 0.000478 0.001062 1 149.678628 2.171984 0.001697
06D2ca 0.532765 0.531000 0 23.313086 0.089870 1.277665 0.353956 0.048672 0.032195 9.808000 0.289500 53795.693865 0.454444 0.004596 0.000547 0.001446 1 149.789823 2.302517 0.001571
06D2cc 0.533766 0.532000 0 23.454678 0.094730 -0.552437 0.326856 0.081612 0.050044 10.870000 0.108500 53788.591671 0.445014 0.007480 0.001152 0.004236 1 149.862030 2.451355 0.001563
06D2cd 0.932229 0.930000 0 24.775178 0.130385 0.258122 0.959484 0.023043 0.093479 7.908000 0.459500 53790.303162 1.369760 0.052919 -0.001771 0.033886 1 150.241504 2.534039 -0.024666
06D2ce 0.822103 0.820000 0 24.189188 0.104677 2.000361 0.923527 -0.005164 0.076366 11.326000 0.070500 53799.714598 1.275875 0.010754 -0.000991 0.030759 1 150.434247 2.713314 -0.013711
06D2ck 0.553797 0.552000 0 23.411247 0.091857 0.012383 0.398176 -0.031799 0.038150 11.193000 0.066000 53793.709475 0.419397 0.008153 0.000778 0.005545 1 150.366733 1.863630 0.001336
06D2fb 0.125298 0.124000 0 19.752286 0.085713 -0.356571 0.055126 -0.019485 0.024631 9.740000 0.124000 53853.757149 0.079571 -0.000072 0.000615 -0.000118 1 149.883946 1.827922 0.002649
06D2ga 0.842123 0.840000 0 24.283047 0.112024 1.261243 0.690285 -0.059406 0.072925 9.051000 0.288500 53869.081210 0.661137 0.025691 -0.000935 0.014293 1 149.783787 1.938493 -0.015607
06D2gb 0.443668 0.442000 0 22.994747 0.091594 -1.632468 0.247572 -0.014060 0.038694 10.905000 0.124500 53872.502636 0.328181 0.005695 0.001016 0.003213 1 150.197581 1.985406 0.001333
06D3bz 0.727675 0.727000 0 23.946563 0.099419 -0.794668 0.406687 -0.106786 0.067278 10.293000 0.062000 53776.526552 0.431772 0.010708 -0.000059 0.006423 1 214.291840 53.024826 -0.005952
06D3cc 0.683659 0.683000 0 24.054688 0.115261 0.691964 0.632202 -0.000385 0.084790 10.083000 0.127000 53760.478503 0.737077 0.037635 -0.000869 0.002728 1 214.381668 52.912473 -0.003185
06D3df 0.442548 0.442000 0 22.663818 0.087090 1.153024 0.164206 -0.026193 0.023283 10.460000 0.032000 53850.710066 0.368635 -0.000421 0.000437 -0.000554 1 215.571703 52.957682 0.001320
06D3do 0.726679 0.726000 0 23.896775 0.094974 0.614699 0.477428 -0.072211 0.052768 8.709000 0.183000 53849.510058 1.293684 -0.002774 0.000327 -0.001666 1 214.247465 52.882543 -0.005883
06D3dt 0.282510 0.282000 0 22.151638 0.085709 0.087556 0.095000 0.089097 0.022381 9.589000 0.069000 53849.029919 0.227869 0.000010 0.000492 0.000090 1 214.340267 52.452816 -0.001163
06D3ed 0.404549 0.404000 0 22.602742 0.086483 -0.385357 0.081308 -0.069037 0.022827 9.512000 0.205000 53876.177619 0.135805 0.000170 0.000417 -0.000120 1 214.699174 52.756559 0.000770
06D3el 0.519611 0.519000 0 22.873755 0.088502 0.770182 0.109068 -0.141498 0.027412 9.554000 0.097500 53894.379818 0.121007 0.000708 0.000449 0.000102 1 214.254528 52.232401 0.001655
06D3em 0.690652 0.690000 0 24.378431 0.095502 -0.153659 0.359416 0.177029 0.061598 9.459000 0.244500 53881.734365 0.585974 0.004822 0.000504 0.001611 1 214.847581 53.023013 -0.003584
06D3en 1.060801 1.060000 0 24.707870 0.132013 -0.952679 0.412773 -0.158207 0.061030 7.715000 0.935000 53881.407872 0.949506 0.010444 -0.003050 0.004456 1 215.305567 52.456079 -0.036389
06D3et 0.576612 0.576000 0 23.456685 0.090075 -1.366428 0.152155 -0.075657 0.034312 10.766000 0.090000 53894.159829 0.191078 0.001135 0.000481 0.000291 1 215.519873 52.338366 0.000933
06D3fp 0.268489 0.268000 0 21.711856 0.085550 -0.071623 0.054189 0.048305 0.022113 9.550000 0.259500 53905.333652 0.081029 0.000141 0.000491 0.000009 1 215.077523 52.897165 -0.001260
06D3gh 0.720680 0.720000 0 23.914145 0.098773 0.235317 0.339848 -0.070767 0.065944 9.300000 0.244500 53922.827538 0.373802 0.007399 -0.000216 0.002850 1 214.630912 52.442908 -0.005473
06D3gn 0.250498 0.250000 0 21.864224 0.086012 -0.526912 0.095929 0.115106 0.025679 10.590000 0.112500 53921.236955 0.090896 0.000548 0.000587 0.000198 1 214.435959 52.361182 -0.001302
06D3gx 0.760691 0.760000 0 23.906693 0.101218 0.551439 0.692364 -0.129210 0.082143 10.438000 0.146500 53934.639102 0.850936 0.017005 -0.000188 0.025864 1 214.263474 52.936252 -0.008407
06D4ba 0.698167 0.700000 0 23.730103 0.101565 0.678618 0.413274 -0.097992 0.072346 8.544000 0.424000 53904.778475 0.502098 0.013794 0.000008 0.002377 1 333.898906 -18.229116 -0.004030
06D4bo 0.550315 0.552000 0 23.219524 0.089299 0.768518 0.177065 -0.042555 0.030271 9.960000 0.222500 53918.738466 0.276025 0.001518 0.000415 -0.000028 1 333.867138 -17.409183 0.001384
06D4bw 0.730128 0.732000 0 23.905124 0.096543 0.681549 0.261367 0.012517 0.061642 9.276000 0.149500 53909.335689 0.472294 0.004157 0.000108 0.000320 1 333.765511 -17.883454 -0.006124
06D4ce 0.847985 0.850000 0 24.196452 0.110575 1.752165 0.570617 -0.109364 0.062192 8.861000 0.317000 53926.821806 0.632783 0.022191 -0.000765 0.006876 1 334.321856 -17.235937 -0.016175
06D4cl 0.997826 1.000000 0 24.529085 0.115855 1.176753 0.387348 -0.086682 0.053789 9.333000 0.461500 53938.076295 0.591048 0.008081 -0.001528 0.004490 1 334.237720 -17.450634 -0.031122
06D4co 0.435446 0.437000 0 22.524456 0.086944 -0.395993 0.094666 -0.046795 0.023301 10.627000 0.151500 53940.305517 0.159309 0.000118 0.000437 -0.000116 1 333.860492 -17.869185 0.001231
06D4cq 0.409470 0.411000 0 22.557433 0.086547 0.430851 0.095496 -0.037409 0.022021 9.107000 0.088000 53947.435995 0.106510 0.000336 0.000399 -0.000155 1 334.231344 -17.711980 0.000850
06D4dh 0.301590 0.303000 0 21.442454 0.086081 0.519102 0.063186 -0.161920 0.021672 9.381000 0.067000 53956.882149 0.067105 0.000441 0.000494 0.000129 1 333.582053 -17.585009 -0.000959
Aphrodite 1.299106 1.300000 0 25.691231 0.128055 0.664323 0.357559 0.009896 0.036862 9.381000 0.368000 52552.128019 0.628246 0.004579 0.000365 0.006110 4 53.156333 -27.779611 0.000000
Eagle 1.020807 1.020000 0 24.965297 0.118836 0.305488 0.291649 -0.103800 0.060285 10.004000 0.030000 53295.094876 0.698341 0.003498 0.000915 0.006604 4 189.336460 62.228194 0.000000
Elvis 0.839734 0.839000 0 24.362709 0.112754 -0.081640 0.330694 -0.019546 0.039680 10.626000 0.099000 52782.896518 0.900230 -0.001794 0.000493 -0.000895 4 189.451420 62.226472 0.000000
Gabi 1.120850 1.120000 0 25.147113 0.121686 0.620453 0.307485 -0.075491 0.053200 8.335000 0.296000 53488.738514 0.524573 0.004032 0.000388 0.005988 4 189.057630 62.202100 0.000000
Lancaster 1.230892 1.230000 0 26.046776 0.128558 -0.077374 0.690464 0.087011 0.048271 10.134000 0.194500 53431.841687 1.597837 0.003542 0.000211 0.008241 4 189.236330 62.214814 0.000000
Ombo 0.974230 0.975000 0 24.886143 0.118033 1.716480 0.295354 -0.004609 0.043876 9.317000 0.051000 53368.835719 0.553316 0.004540 0.000959 0.004381 4 53.105583 -27.750836 0.000000
Patuxent 0.970782 0.970000 0 25.020075 0.118744 -0.102710 0.629553 -0.218154 0.106505 10.633000 0.035000 53200.957472 1.136538 0.010981 0.001183 0.023467 4 189.537500 62.313122 0.000000
SDSS10028 0.064229 0.065330 0 18.347945 0.112975 -1.201799 0.187010 0.010060 0.025413 10.531000 0.043500 53693.660337 0.177004 0.001300 0.000548 0.000597 2 17.741856 0.276253 -0.000664
SDSS1032 0.129030 0.129760 0 20.336945 0.115931 -2.528617 0.199976 0.050506 0.036779 10.456000 0.022000 53626.521013 0.198807 0.002692 0.001133 0.000838 2 46.795696 1.119552 -0.001240
SDSS10434 0.102890 0.104180 0 19.156988 0.114221 -0.005434 0.280897 -0.087410 0.026896 10.955000 0.128500 53696.470787 0.217773 0.005774 0.000781 0.003225 2 -30.044090 -1.193712 -0.001137
SDSS10805 0.044130 0.045420 0 17.531728 0.114860 -0.952693 0.402381 0.056678 0.024892 9.998000 0.206000 53698.687684 0.125472 0.006306 0.000594 0.003643 2 -15.072472 -0.013730 -0.000235
SDSS11067 0.113040 0.114000 0 19.114133 0.112246 1.733698 0.520618 -0.072351 0.026351 9.420000 0.086500 53702.777528 0.402505 0.005632 0.000568 0.006371 2 33.518394 -0.239178 -0.001195
SDSS1112 0.256110 0.257640 0 21.537919 0.124820 -0.623265 0.675408 -0.026817 0.051918 11.130000 0.217500 53630.086004 0.678610 0.024142 0.001549 0.005258 2 -20.982361 -0.375189 -0.000450
SDSS11206 0.380260 0.381900 0 22.200281 0.138121 -1.510288 0.872760 -0.205532 0.085154 10.689000 0.160500 53697.222252 1.648688 0.032602 0.001346 0.032911 2 3.289774 1.145541 -0.000372
SDSS11300 0.145470 0.146800 0 20.283420 0.113737 -1.607355 0.675537 0.075146 0.032765 9.291000 0.108500 53699.544122 0.319765 0.008831 0.000895 0.010478 2 6.750494 -0.586624 -0.001234
SDSS1241 0.088890 0.090200 0 19.115082 0.112510 -0.547524 0.078724 0.048945 0.022754 10.171000 0.132000 53635.370749 0.078459 0.000578 0.000522 0.000051 2 -22.327475 -0.776589 -0.001014
SDSS1253 0.260590 0.262000 0 21.218177 0.120435 -0.959241 0.447847 -0.118798 0.048622 11.028000 0.008000 53634.279829 0.418644 0.010964 0.001294 0.002902 2 -36.200954 0.163079 -0.000413
SDSS12779 0.078910 0.079950 0 19.149702 0.117766 -0.561485 0.260778 0.096243 0.029550 10.590000 0.077000 53971.725984 0.969511 -0.006687 0.001110 -0.003254 2 -50.528126 1.221122 -0.000894
SDSS12781 0.083040 0.084310 0 19.386270 0.115125 -1.832076 0.188047 0.036206 0.026776 10.955000 0.189000 53979.308963 0.223952 0.004178 0.000693 0.000831 2 5.406564 -1.009973 -0.000947
SDSS12843 0.165650 0.166950 0 20.412042 0.118455 -1.018684 0.298736 0.037459 0.034757 11.085000 0.017500 53982.099112 0.195338 0.009281 0.001274 0.003463 2 -36.121914 -0.980274 -0.001166
SDSS12853 0.168170 0.169400 0 20.174020 0.116716 -0.580103 0.345009 -0.061756 0.031989 10.467000 0.220500 53979.293471 0.325165 0.009354 0.001002 0.003283 2 -43.234436 0.723070 -0.001154
SDSS12855 0.170630 0.172000 0 20.781976 0.114853 -1.918197 0.297270 0.040563 0.034813 5.000000 10.000000 53996.150010 0.327576 0.002792 0.000969 0.000629 2 -29.744469 0.716239 -0.001141
SDSS12856 0.170280 0.171670 0 20.134725 0.112043 0.860171 0.200447 -0.089735 0.023235 10.118000 0.335500 53996.913924 0.239305 0.001352 0.000465 0.000153 2 -27.134525 0.755978 -0.001143
SDSS12860 0.120440 0.121700 0 20.209823 0.113463 -0.303464 0.200030 0.140894 0.027658 10.629000 0.209500 53993.777027 0.278716 0.001212 0.000751 0.000619 2 -36.305805 1.175912 -0.001223
SDSS12869 0.276530 0.278000 0 21.365495 0.126014 0.207633 0.834884 -0.041301 0.050506 10.140000 0.049500 53978.987334 1.213947 0.031787 0.001877 0.012339 2 -32.600876 0.001078 -0.000291
SDSS12881 0.231600 0.233000 0 21.098958 0.118789 0.772132 0.519462 0.034830 0.038889 9.324000 0.171000 53980.300360 0.562986 0.016145 0.001188 0.004233 2 10.162345 -0.073567 -0.000666
SDSS12883 0.305690 0.307000 0 21.588074 0.145900 -1.955498 0.844199 -0.057713 0.072093 10.972000 0.148500 53980.131475 0.813259 0.064147 0.003606 0.022383 2 -47.374107 0.398666 -0.000128
SDSS12898 0.079970 0.081000 0 19.019822 0.112109 -0.069349 0.084661 0.070049 0.021196 10.081000 0.248500 54002.481104 0.080079 0.000438 0.000450 0.000005 2 26.793083 -0.146964 -0.000908
